2022-02-21 22:56:46 startup archives install
2022-02-21 22:58:23 startup archives unpack
2022-02-21 22:58:23 upgrade libseccomp2:amd64 2.4.3-1ubuntu1 2.4.3-1ubuntu1
2022-02-21 22:58:23 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:23 status half-configured libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:58:23 status unpacked libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:58:23 status half-installed libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:58:23 status unpacked libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:58:24 startup packages configure
2022-02-21 22:58:24 configure libseccomp2:amd64 2.4.3-1ubuntu1 <none>
2022-02-21 22:58:24 status unpacked libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:58:24 status half-configured libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:58:24 status installed libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:58:24 startup packages configure
2022-02-21 22:58:24 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:24 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:24 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:25 startup archives unpack
2022-02-21 22:58:25 upgrade libselinux1:amd64 3.0-1build2 3.0-1build2
2022-02-21 22:58:25 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:25 status half-configured libselinux1:amd64 3.0-1build2
2022-02-21 22:58:25 status unpacked libselinux1:amd64 3.0-1build2
2022-02-21 22:58:25 status half-installed libselinux1:amd64 3.0-1build2
2022-02-21 22:58:25 status unpacked libselinux1:amd64 3.0-1build2
2022-02-21 22:58:25 startup packages configure
2022-02-21 22:58:25 configure libselinux1:amd64 3.0-1build2 <none>
2022-02-21 22:58:25 status unpacked libselinux1:amd64 3.0-1build2
2022-02-21 22:58:25 status half-configured libselinux1:amd64 3.0-1build2
2022-02-21 22:58:25 status installed libselinux1:amd64 3.0-1build2
2022-02-21 22:58:25 startup packages configure
2022-02-21 22:58:25 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:25 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:25 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:26 startup archives unpack
2022-02-21 22:58:26 upgrade libsemanage-common:all 3.0-1build2 3.0-1build2
2022-02-21 22:58:26 status half-configured libsemanage-common:all 3.0-1build2
2022-02-21 22:58:26 status unpacked libsemanage-common:all 3.0-1build2
2022-02-21 22:58:26 status half-installed libsemanage-common:all 3.0-1build2
2022-02-21 22:58:26 status unpacked libsemanage-common:all 3.0-1build2
2022-02-21 22:58:26 startup packages configure
2022-02-21 22:58:26 configure libsemanage-common:all 3.0-1build2 <none>
2022-02-21 22:58:26 status unpacked libsemanage-common:all 3.0-1build2
2022-02-21 22:58:26 status half-configured libsemanage-common:all 3.0-1build2
2022-02-21 22:58:26 status installed libsemanage-common:all 3.0-1build2
2022-02-21 22:58:26 startup packages configure
2022-02-21 22:58:28 startup archives unpack
2022-02-21 22:58:28 upgrade libsemanage1:amd64 3.0-1build2 3.0-1build2
2022-02-21 22:58:28 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:28 status half-configured libsemanage1:amd64 3.0-1build2
2022-02-21 22:58:28 status unpacked libsemanage1:amd64 3.0-1build2
2022-02-21 22:58:28 status half-installed libsemanage1:amd64 3.0-1build2
2022-02-21 22:58:28 status unpacked libsemanage1:amd64 3.0-1build2
2022-02-21 22:58:28 startup packages configure
2022-02-21 22:58:28 configure libsemanage1:amd64 3.0-1build2 <none>
2022-02-21 22:58:28 status unpacked libsemanage1:amd64 3.0-1build2
2022-02-21 22:58:28 status half-configured libsemanage1:amd64 3.0-1build2
2022-02-21 22:58:28 status installed libsemanage1:amd64 3.0-1build2
2022-02-21 22:58:28 startup packages configure
2022-02-21 22:58:28 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:28 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:28 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:29 startup archives unpack
2022-02-21 22:58:29 upgrade libsepol1:amd64 3.0-1 3.0-1
2022-02-21 22:58:29 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:29 status half-configured libsepol1:amd64 3.0-1
2022-02-21 22:58:29 status unpacked libsepol1:amd64 3.0-1
2022-02-21 22:58:29 status half-installed libsepol1:amd64 3.0-1
2022-02-21 22:58:29 status unpacked libsepol1:amd64 3.0-1
2022-02-21 22:58:29 startup packages configure
2022-02-21 22:58:29 configure libsepol1:amd64 3.0-1 <none>
2022-02-21 22:58:29 status unpacked libsepol1:amd64 3.0-1
2022-02-21 22:58:29 status half-configured libsepol1:amd64 3.0-1
2022-02-21 22:58:29 status installed libsepol1:amd64 3.0-1
2022-02-21 22:58:29 startup packages configure
2022-02-21 22:58:29 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:29 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:29 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:30 startup archives unpack
2022-02-21 22:58:30 upgrade libsmartcols1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9
2022-02-21 22:58:30 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:30 status half-configured libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:30 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:30 status half-installed libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:31 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:31 startup packages configure
2022-02-21 22:58:31 configure libsmartcols1:amd64 2.34-0.1ubuntu9 <none>
2022-02-21 22:58:31 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:31 status half-configured libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:31 status installed libsmartcols1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:31 startup packages configure
2022-02-21 22:58:31 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:31 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:31 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:32 startup archives unpack
2022-02-21 22:58:32 upgrade libss2:amd64 1.45.5-2ubuntu1 1.45.5-2ubuntu1
2022-02-21 22:58:32 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:32 status half-configured libss2:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:32 status unpacked libss2:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:32 status half-installed libss2:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:32 status unpacked libss2:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:32 startup packages configure
2022-02-21 22:58:32 configure libss2:amd64 1.45.5-2ubuntu1 <none>
2022-02-21 22:58:32 status unpacked libss2:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:32 status half-configured libss2:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:32 status installed libss2:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:32 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:32 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:32 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:33 startup archives unpack
2022-02-21 22:58:33 upgrade libstdc++6:amd64 10-20200411-0ubuntu1 10-20200411-0ubuntu1
2022-02-21 22:58:33 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:33 status half-configured libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:58:33 status unpacked libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:58:33 status half-installed libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:58:33 status unpacked libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:58:33 startup packages configure
2022-02-21 22:58:33 configure libstdc++6:amd64 10-20200411-0ubuntu1 <none>
2022-02-21 22:58:33 status unpacked libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:58:33 status half-configured libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:58:33 status installed libstdc++6:amd64 10-20200411-0ubuntu1
2022-02-21 22:58:34 startup packages configure
2022-02-21 22:58:34 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:34 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:34 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:35 startup archives unpack
2022-02-21 22:58:35 upgrade libsystemd0:amd64 245.4-4ubuntu3 245.4-4ubuntu3
2022-02-21 22:58:35 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:35 status half-configured libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:58:35 status unpacked libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:58:35 status half-installed libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:58:35 status unpacked libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:58:35 startup packages configure
2022-02-21 22:58:35 configure libsystemd0:amd64 245.4-4ubuntu3 <none>
2022-02-21 22:58:35 status unpacked libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:58:35 status half-configured libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:58:35 status installed libsystemd0:amd64 245.4-4ubuntu3
2022-02-21 22:58:35 startup packages configure
2022-02-21 22:58:35 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:35 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:35 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:36 startup archives unpack
2022-02-21 22:58:36 upgrade libtasn1-6:amd64 4.16.0-2 4.16.0-2
2022-02-21 22:58:36 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:36 status half-configured libtasn1-6:amd64 4.16.0-2
2022-02-21 22:58:36 status unpacked libtasn1-6:amd64 4.16.0-2
2022-02-21 22:58:36 status half-installed libtasn1-6:amd64 4.16.0-2
2022-02-21 22:58:36 status unpacked libtasn1-6:amd64 4.16.0-2
2022-02-21 22:58:36 startup packages configure
2022-02-21 22:58:36 configure libtasn1-6:amd64 4.16.0-2 <none>
2022-02-21 22:58:36 status unpacked libtasn1-6:amd64 4.16.0-2
2022-02-21 22:58:36 status half-configured libtasn1-6:amd64 4.16.0-2
2022-02-21 22:58:36 status installed libtasn1-6:amd64 4.16.0-2
2022-02-21 22:58:36 startup packages configure
2022-02-21 22:58:36 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:36 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:36 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:38 startup archives unpack
2022-02-21 22:58:38 upgrade libtinfo6:amd64 6.2-0ubuntu2 6.2-0ubuntu2
2022-02-21 22:58:38 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:38 status half-configured libtinfo6:amd64 6.2-0ubuntu2
2022-02-21 22:58:38 status unpacked libtinfo6:amd64 6.2-0ubuntu2
2022-02-21 22:58:38 status half-installed libtinfo6:amd64 6.2-0ubuntu2
2022-02-21 22:58:38 status unpacked libtinfo6:amd64 6.2-0ubuntu2
2022-02-21 22:58:38 startup packages configure
2022-02-21 22:58:38 configure libtinfo6:amd64 6.2-0ubuntu2 <none>
2022-02-21 22:58:38 status unpacked libtinfo6:amd64 6.2-0ubuntu2
2022-02-21 22:58:38 status half-configured libtinfo6:amd64 6.2-0ubuntu2
2022-02-21 22:58:38 status installed libtinfo6:amd64 6.2-0ubuntu2
2022-02-21 22:58:38 startup packages configure
2022-02-21 22:58:38 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:38 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:38 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:39 startup archives unpack
2022-02-21 22:58:39 upgrade libudev1:amd64 245.4-4ubuntu3 245.4-4ubuntu3
2022-02-21 22:58:39 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:39 status half-configured libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:58:39 status unpacked libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:58:39 status half-installed libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:58:39 status unpacked libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:58:39 startup packages configure
2022-02-21 22:58:39 configure libudev1:amd64 245.4-4ubuntu3 <none>
2022-02-21 22:58:39 status unpacked libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:58:39 status half-configured libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:58:39 status installed libudev1:amd64 245.4-4ubuntu3
2022-02-21 22:58:39 startup packages configure
2022-02-21 22:58:39 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:39 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:39 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:40 startup archives unpack
2022-02-21 22:58:40 upgrade libunistring2:amd64 0.9.10-2 0.9.10-2
2022-02-21 22:58:40 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:40 status half-configured libunistring2:amd64 0.9.10-2
2022-02-21 22:58:40 status unpacked libunistring2:amd64 0.9.10-2
2022-02-21 22:58:40 status half-installed libunistring2:amd64 0.9.10-2
2022-02-21 22:58:40 status unpacked libunistring2:amd64 0.9.10-2
2022-02-21 22:58:41 startup packages configure
2022-02-21 22:58:41 configure libunistring2:amd64 0.9.10-2 <none>
2022-02-21 22:58:41 status unpacked libunistring2:amd64 0.9.10-2
2022-02-21 22:58:41 status half-configured libunistring2:amd64 0.9.10-2
2022-02-21 22:58:41 status installed libunistring2:amd64 0.9.10-2
2022-02-21 22:58:41 startup packages configure
2022-02-21 22:58:41 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:41 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:41 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:42 startup archives unpack
2022-02-21 22:58:42 upgrade libuuid1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9
2022-02-21 22:58:42 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:42 status half-configured libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:42 status unpacked libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:42 status half-installed libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:42 status unpacked libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:42 startup packages configure
2022-02-21 22:58:42 configure libuuid1:amd64 2.34-0.1ubuntu9 <none>
2022-02-21 22:58:42 status unpacked libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:42 status half-configured libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:42 status installed libuuid1:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:42 startup packages configure
2022-02-21 22:58:42 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:42 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:42 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:43 startup archives unpack
2022-02-21 22:58:43 upgrade libzstd1:amd64 1.4.4+dfsg-3 1.4.4+dfsg-3
2022-02-21 22:58:43 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:43 status half-configured libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:58:43 status unpacked libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:58:43 status half-installed libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:58:43 status unpacked libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:58:44 startup packages configure
2022-02-21 22:58:44 configure libzstd1:amd64 1.4.4+dfsg-3 <none>
2022-02-21 22:58:44 status unpacked libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:58:44 status half-configured libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:58:44 status installed libzstd1:amd64 1.4.4+dfsg-3
2022-02-21 22:58:44 startup packages configure
2022-02-21 22:58:44 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2022-02-21 22:58:44 status half-configured libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:44 status installed libc-bin:amd64 2.31-0ubuntu9
2022-02-21 22:58:45 startup archives unpack
2022-02-21 22:58:45 upgrade login:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5
2022-02-21 22:58:45 status half-configured login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:45 status unpacked login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:45 status half-installed login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:45 status unpacked login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:45 startup packages configure
2022-02-21 22:58:45 configure login:amd64 1:4.8.1-1ubuntu5 <none>
2022-02-21 22:58:45 status unpacked login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:45 status half-configured login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:45 status installed login:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:45 startup packages configure
2022-02-21 22:58:47 startup archives unpack
2022-02-21 22:58:47 upgrade logsave:amd64 1.45.5-2ubuntu1 1.45.5-2ubuntu1
2022-02-21 22:58:47 status half-configured logsave:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:47 status unpacked logsave:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:47 status half-installed logsave:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:47 status unpacked logsave:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:47 startup packages configure
2022-02-21 22:58:47 configure logsave:amd64 1.45.5-2ubuntu1 <none>
2022-02-21 22:58:47 status unpacked logsave:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:47 status half-configured logsave:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:47 status installed logsave:amd64 1.45.5-2ubuntu1
2022-02-21 22:58:48 startup archives unpack
2022-02-21 22:58:48 upgrade lsb-base:all 11.1.0ubuntu2 11.1.0ubuntu2
2022-02-21 22:58:48 status half-configured lsb-base:all 11.1.0ubuntu2
2022-02-21 22:58:48 status unpacked lsb-base:all 11.1.0ubuntu2
2022-02-21 22:58:48 status half-installed lsb-base:all 11.1.0ubuntu2
2022-02-21 22:58:48 status unpacked lsb-base:all 11.1.0ubuntu2
2022-02-21 22:58:48 startup packages configure
2022-02-21 22:58:48 configure lsb-base:all 11.1.0ubuntu2 <none>
2022-02-21 22:58:48 status unpacked lsb-base:all 11.1.0ubuntu2
2022-02-21 22:58:48 status half-configured lsb-base:all 11.1.0ubuntu2
2022-02-21 22:58:48 status installed lsb-base:all 11.1.0ubuntu2
2022-02-21 22:58:48 startup packages configure
2022-02-21 22:58:49 startup archives unpack
2022-02-21 22:58:49 upgrade mawk:amd64 1.3.4.20200120-2 1.3.4.20200120-2
2022-02-21 22:58:49 status half-configured mawk:amd64 1.3.4.20200120-2
2022-02-21 22:58:49 status unpacked mawk:amd64 1.3.4.20200120-2
2022-02-21 22:58:49 status half-installed mawk:amd64 1.3.4.20200120-2
2022-02-21 22:58:49 status unpacked mawk:amd64 1.3.4.20200120-2
2022-02-21 22:58:49 startup packages configure
2022-02-21 22:58:49 configure mawk:amd64 1.3.4.20200120-2 <none>
2022-02-21 22:58:49 status unpacked mawk:amd64 1.3.4.20200120-2
2022-02-21 22:58:49 status half-configured mawk:amd64 1.3.4.20200120-2
2022-02-21 22:58:49 status installed mawk:amd64 1.3.4.20200120-2
2022-02-21 22:58:51 startup archives unpack
2022-02-21 22:58:51 upgrade mount:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9
2022-02-21 22:58:51 status half-configured mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:51 status unpacked mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:51 status half-installed mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:51 status unpacked mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:51 startup packages configure
2022-02-21 22:58:51 configure mount:amd64 2.34-0.1ubuntu9 <none>
2022-02-21 22:58:51 status unpacked mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:51 status half-configured mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:51 status installed mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:58:52 startup archives unpack
2022-02-21 22:58:52 upgrade ncurses-base:all 6.2-0ubuntu2 6.2-0ubuntu2
2022-02-21 22:58:52 status half-configured ncurses-base:all 6.2-0ubuntu2
2022-02-21 22:58:52 status unpacked ncurses-base:all 6.2-0ubuntu2
2022-02-21 22:58:52 status half-installed ncurses-base:all 6.2-0ubuntu2
2022-02-21 22:58:52 status unpacked ncurses-base:all 6.2-0ubuntu2
2022-02-21 22:58:52 startup packages configure
2022-02-21 22:58:52 configure ncurses-base:all 6.2-0ubuntu2 <none>
2022-02-21 22:58:52 status unpacked ncurses-base:all 6.2-0ubuntu2
2022-02-21 22:58:52 status half-configured ncurses-base:all 6.2-0ubuntu2
2022-02-21 22:58:52 status installed ncurses-base:all 6.2-0ubuntu2
2022-02-21 22:58:52 startup packages configure
2022-02-21 22:58:53 startup archives unpack
2022-02-21 22:58:53 upgrade ncurses-bin:amd64 6.2-0ubuntu2 6.2-0ubuntu2
2022-02-21 22:58:53 status half-configured ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status unpacked ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status half-installed ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status unpacked ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 startup packages configure
2022-02-21 22:58:53 configure ncurses-bin:amd64 6.2-0ubuntu2 <none>
2022-02-21 22:58:53 status unpacked ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status half-configured ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:53 status installed ncurses-bin:amd64 6.2-0ubuntu2
2022-02-21 22:58:54 startup packages configure
2022-02-21 22:58:55 startup archives unpack
2022-02-21 22:58:55 upgrade passwd:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status half-configured passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:58:55 status half-installed passwd:amd64 1:4.8.1-1ubuntu5
